"doc_id","text","pol_account","id","date","context","issue","policy_flag","stance","annotator","annotated_at","selected_at","uncertainty","not_sentence","draft_flag","issue2","uncertainty2","stance2"
"text972017.1","Tory 'rhetoric' over #BrexitDisaster being crushed by the actual evidence ⬇️⬇️⬇️","DaveDooganSNP",1414195882019495936,"2021-07-11T12:12:27Z","Tory 'rhetoric' over #BrexitDisaster being crushed by the actual evidence ⬇️⬇️⬇️",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1870632.1","Happy #StGeorgesDay2020   @USAmbUK shares in our celebrations.","edwardtimpson",1253240405551955968,"2020-04-23T08:32:51Z","Happy #StGeorgesDay2020   @USAmbUK shares in our celebrations. 🏴󠁧󠁢󠁥󠁮󠁧󠁿",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1447421.1","They're particularly keen to see more military supplies go to support local frontlines against Russia's invasion, as well as contributions to charities like the DEC. @decappeal   The UK's and global community's support for the people of Ukraine is felt, and must continue.","JulieMarsonMP",1502325302172831744,"2022-03-11T16:47:18Z","They're particularly keen to see more military supplies go to support local frontlines against Russia's invasion, as well as contributions to charities like the DEC. @decappeal 

The UK's and global community's support for the people of Ukraine is felt, and must continue.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text580900.1","@RichardBentall @dlghill @Airbus @GeorgeFreemanMP No I see the clear facts.","BWallaceMP",1010227931774439424,"2018-06-22T18:28:02Z","@RichardBentall @dlghill @Airbus @GeorgeFreemanMP No I see the clear facts. For example outside Germany the UK is BMW’s biggest European market and only 3% behind the US.  We buy nearly 3 times as many BMW’s as the French and other EU countries.  For that reason it is not in BMW’s interest to see the EU erect barriers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1368868.1","@Concern46533668 Hi, I was paired for votes today…we are all encouraged to support by elections.","EmmaLewellBuck",1597349071932784640,"2022-11-28T21:57:50Z","@Concern46533668 Hi, I was paired for votes today…we are all encouraged to support by elections.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text410133.1","@theMTAonline thank you Annemarie and a very Happy Birthday to @AntsDrewe too 🎉🍾🎂🎈 From all of us at #TeamALW.","OfficialALW",712201973915901952,"2016-03-22T08:59:17Z","@theMTAonline thank you Annemarie and a very Happy Birthday to @AntsDrewe too 🎉🍾🎂🎈 From all of us at #TeamALW.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1729684.1","This #WomenInScience Day, join me in celebrating the women who are leading the way in tackling some of our greatest global challenges.","SelaineSaxby",1492091048604041216,"2022-02-11T11:00:02Z","This #WomenInScience Day, join me in celebrating the women who are leading the way in tackling some of our greatest global challenges. Watch this video to find out more about some of the brilliant scientists working to #EndMalaria.

https://t.co/YZVkNx9Tvn https://t.co/je6YZZGyJP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text379181.2","But John Baron supports Penny, as does Jill Mortimer, Theo Clarke, and Antony Higinbotham.","Dannythefink",1549373778978902016,"2022-07-19T12:41:09Z","Just addressing the nonsense about Elwood being singled out as a Mordaunt supporter...of the paired people not suspended, Tom Hunt supports Kemi. But John Baron supports Penny, as does Jill Mortimer, Theo Clarke, and Antony Higinbotham. There are no declared Truss supporters.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1881732.2","UK continues to provide vital humanitarian assistance to #Rohingya, working with others to resolve #Myanmar crisis.","annietrev",1632706885890523136,"2023-03-06T11:37:10Z","So sad to see fires in #Rohingya camps in Bangladesh yesterday, which has displaced 12,000 refugees. 

UK continues to provide vital humanitarian assistance to #Rohingya, working with others to resolve #Myanmar crisis. @UKinMyanmar ⁦@UKinBangladesh⁩  https://t.co/QXwXHlsziK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text528776.1","Honoured to speak this evening at @IGFupdates Diwali celebration.","SuellaBraverman",1582508838464684032,"2022-10-18T23:08:03Z","Honoured to speak this evening at @IGFupdates Diwali celebration. 

Building closer India-UK trade and security partnerships is of huge value to both our nations. 

Thank you for the hospitality- especially the delicious Indian Sweets! 

@manojladwa @StanChart https://t.co/asd9jhmPJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1771939.1","""""A return of hope, opportunity &amp; prosperity - what next for #Norfolk?""""","NorwichChloe",1283721941694767104,"2020-07-16T11:15:35Z","""""A return of hope, opportunity &amp; prosperity - what next for #Norfolk?""""

Tomorrow, I'll be taking part in a webinar debating this with others

Please follow the link to join the discussion &amp; answer a brief survey giving your views on our road to recovery

https://t.co/oiWNx00WQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1124333.2","Looking forward to helping raise funds for the new clubhouse. #cranbrook #Kent https://t.co/sgEn2BriIX","HelenGrantMP",1051179052323807232,"2018-10-13T18:33:10Z","Glorious morning @CranbrookRfc watching @CranbrookLadies match against @HWRFC with my own lovely diary secretary Katy Allen playing a fine game in the no.14 shirt. Looking forward to helping raise funds for the new clubhouse. #cranbrook #Kent https://t.co/sgEn2BriIX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1864308.3","In all our current difficulties, democracy can be protected, so long as we have  resilience, imagination and the courage to embrace change","EmilyThornberry",1250712319753060352,"2020-04-16T09:07:08Z","But on a serious note, the turnout in S.Korea is at record levels, despite Coronavirus. There is a lesson here it seems to me. In all our current difficulties, democracy can be protected, so long as we have  resilience, imagination and the courage to embrace change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1751179.2","Tony to the rescue with the spare set but will be opening a bit later than 5!!","VirendraSharma",1441054919126130688,"2021-09-23T15:00:40Z","RT @thedodomicropub: Locked my keys in the pub haven’t I! Tony to the rescue with the spare set but will be opening a bit later than 5!! Oo…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1177225.1","Another great evening speaking to @Conservatives members last night in Ledbury.","Mark_J_Harper",1554752905231667200,"2022-08-03T08:55:53Z","Another great evening speaking to @Conservatives members last night in Ledbury.

@RishiSunak was on great form, showing our members how he can deal with the challenges ahead.

It’s time for some honesty, determination &amp; grip. That’s why I’m #Ready4Rishi 

https://t.co/PNvonKRlqZ https://t.co/eeCiw8algQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text531768.3","We believe people know best how to spend their own money and that’s exactly what we’re doing. https://t.co/mjcCigaBKp","OliverDowden",1506629042291851264,"2022-03-23T13:48:50Z","Brilliant Spring Statement by the Chancellor, definitively setting the Government on a sustained path to lower tax. This is the direction Conservative supporters want us to go in.

We believe people know best how to spend their own money and that’s exactly what we’re doing. https://t.co/mjcCigaBKp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text44999.1","Glad big tobacco has lost; so pleased that I initiated the consultation on standardised packaging.","AndrewDLansley",733275537934848000,"2016-05-19T12:38:06Z","Glad big tobacco has lost; so pleased that I initiated the consultation on standardised packaging. It's for our children",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1663667.1","The MOD must act swiftly to investigate the cause of rising heat illnesses on British bases.","LukePollard",1595503717989683200,"2022-11-23T19:45:04Z","The MOD must act swiftly to investigate the cause of rising heat illnesses on British bases.

Our troops are the best in the world but they need to have first-rate equipment to perform in all conditions.

https://t.co/TQvXMoAsPl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1780514.1","As Patron of the Conservative Animal Welfare Foundation and, before Parliament was dissolved, the All-Party Animal Welfare Grouup, I’m delighted at the wide range of excellent policies in this area being pursued by the Conservative government. https://t.co/2oWd4ApsIY","HenrySmithUK",1201830730004914176,"2019-12-03T11:49:09Z","As Patron of the Conservative Animal Welfare Foundation and, before Parliament was dissolved, the All-Party Animal Welfare Grouup, I’m delighted at the wide range of excellent policies in this area being pursued by the Conservative government. https://t.co/2oWd4ApsIY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1632613.1","As we all continue to work across Government to protect the NHS &amp; save lives, Border Force is prioritising checks on medical equipment to ensure it reaches the NHS more quickly.","pritipatel",1248239053771808768,"2020-04-09T13:19:16Z","As we all continue to work across Government to protect the NHS &amp; save lives, Border Force is prioritising checks on medical equipment to ensure it reaches the NHS more quickly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1108311.2","FF/FG/Greens just voted NOT to reduce home energy costs for struggling households.","gildernewm",1506903895859240960,"2022-03-24T08:01:00Z","RT @sinnfeinireland: Disgraceful! FF/FG/Greens just voted NOT to reduce home energy costs for struggling households. You and your family de…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1813885.2","It is my job to ensure every voice is heard and to listen to everyone.","Alex_Stafford",1279351813486055424,"2020-07-04T09:50:16Z","@reddkatt It's important to support all aspects of our community. It is my job to ensure every voice is heard and to listen to everyone.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1830207.1","We now have the highest levels of employment on record in the UK, under a Conservative government.","Jane_Stevenson_",1118527651986247680,"2019-04-17T14:52:28Z","We now have the highest levels of employment on record in the UK, under a Conservative government. So why are we lagging behind other places? They have same Tory Govt. #Wolverhampton's problem therefore isn't the government, it's the local Labour council!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1340157.1","I was delighted to visit @LinkWorkspace, a brilliant new business in #Epping, and meet a group of local businesswomen.","eleanor4epping",1501232279208689664,"2022-03-08T16:24:01Z","I was delighted to visit @LinkWorkspace, a brilliant new business in #Epping, and meet a group of local businesswomen. It was inspiring to discuss how they had built flexibility into their careers so as to be able to balance work &amp; family life. #IWD2022 
https://t.co/WIXKi28ldF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1785096.1","Definitely @LitRiponBkshop - good to see you earlier in lockdown &amp; also great books at @StripeyBadgers in #Grassington https://t.co/tQNCklsGvo","JulianSmithUK",1325203386933735424,"2020-11-07T22:28:03Z","Definitely @LitRiponBkshop - good to see you earlier in lockdown &amp; also great books at @StripeyBadgers in #Grassington https://t.co/tQNCklsGvo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text273823.2","But you’re right it’s crazy - gas use in power is way less efficient at point of use.","bryworthington",1463281307061047296,"2021-11-23T23:00:24Z","@CoalFreeDave Would be pretty hard to close nuclear, coal and gas all at the same time…. But you’re right it’s crazy - gas use in power is way less efficient at point of use.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1679229.2","For the record, I am not happy about losing Old Heath but it is the most sensible and least disruptive option - FYI Rowhedge has never been in the Colchester constituency so would stay in Harwich &amp; NE.","willquince",1592926189748113408,"2022-11-16T17:02:53Z","@Colchesterviews With over 50% of the vote in 2019 I think that is somewhat of an exaggeration. For the record, I am not happy about losing Old Heath but it is the most sensible and least disruptive option - FYI Rowhedge has never been in the Colchester constituency so would stay in Harwich &amp; NE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text734473.1","@connorg173 @Conservatives Again, I think that’s amply covered by the text above if you care to read it.","ScottBentonMP",1394017177968152576,"2021-05-16T19:49:29Z","@connorg173 @Conservatives Again, I think that’s amply covered by the text above if you care to read it. Good to see that the government’s success of the vaccine rollout is still upsetting the left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text608970.1","O and by the way thank you very much for all you have done, are doing and hopefully will do in the future for the U.K.","Vernon_Coaker",1078746098091597824,"2018-12-28T20:14:46Z","O and by the way thank you very much for all you have done, are doing and hopefully will do in the future for the U.K. Your contribution culturally, socially and economically has been immense and we wanted you to know especially at this time that you are very welcome!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text401480.2","My team are currently editing the clips to pull out all the great bits of advice and share with you so you don't miss a thing.","karren_brady",1095083822276849664,"2019-02-11T22:15:03Z","Along with my podcast GET WHAT YOU WANT I have also created @youtube channel featuring all the current interviews.  My team are currently editing the clips to pull out all the great bits of advice and share with you so you don't miss a thing.  Please share and subscribe... https://t.co/Hm2IRDtSgg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1557920.2","@NEUnion Proud to stand in solidarity with our teachers on strike against a decade of pay cuts, school under-funding and the exodos of teachers from the profession.","grahamemorris",1620787724625264640,"2023-02-01T14:14:40Z",".@NEUnion Proud to stand in solidarity with our teachers on strike against a decade of pay cuts, school under-funding and the exodos of teachers from the profession. Our children deserve the best start in life, support our teachers, fund our schools #PayUp #SaveOurSchools https://t.co/wyhTpyBHc1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1523549.1","Very pleased to be part of Shelter's Commission on Social Housing with @SayeedaWarsi , @DLawrenceOBE, Edward Daffarn and Chair, Reverend Mike Long. We need a transformation in the supply of homes and the rights of tenants in our country.","Ed_Miliband",956217731149377536,"2018-01-24T17:30:47Z","Very pleased to be part of Shelter's Commission on Social Housing with @SayeedaWarsi , @DLawrenceOBE, Edward Daffarn and Chair, Reverend Mike Long. We need a transformation in the supply of homes and the rights of tenants in our country.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
